id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26_2_profile_reason,v32_weak_non_digital_gov,v27_event_key,v26가드레일사유
78,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오헬스케어, '의료 데이터 스페이스' 수행기관 최종 선정",카카오헬스케어 의료 데이터 스페이스 수행기관 최종 선정,네이트,네이트,"Wed, 24 Jun 2026 01:18:00 GMT","카카오헬스케어, '의료 데이터 스페이스' 수행기관 최종 선정 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE9VUGxObGRTWWJxYjJTWVROTDFMTlRLTFdmMEtMUzJtaHByVFlNR0V2bTZfanBMQU4yWm94R2RwcExKck1pOGQyNGZHRkRHX2hKdDZR?oc=5,google_rss_카카오 when:2d,55.3,10.5,,,카카오,,,,,,,general,24.0,published_today,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,55.3,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:카카오헬스케어 의료 데이터 스페이스 수행기관 최종 선정,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:카카오헬스케어 의료 데이터 스페이스 수행기관 최종 선정,self_strategic_reference,,,,
7,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오 VX, 의령리온GC 위탁 운영",카카오 vx 의령리온gc 위탁 운영,서울신문,서울신문,"Wed, 24 Jun 2026 01:02:42 GMT","카카오 VX, 의령리온GC 위탁 운영 서울신문",https://news.google.com/rss/articles/CBMic0FVX3lxTE8xQlhRbUNPYzJTVnpsaUU1QmhQejBqbWtBRkkxeWNob09mdVF6cTJneTFfUGV0Yk5seUhGOHRYdWVranFJaVV0N2RBM2djT2x5Q0JqZ2czLU9xaUJ4UVQyT3ZrSHFRbFQycVY3cnRYVGFZc3c?oc=5,google_rss_카카오 when:2d,55.3,10.5,,,카카오,,,,,,,general,24.0,published_today,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,55.3,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:카카오 vx 의령리온gc 위탁 운영,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:카카오 vx 의령리온gc 위탁 운영,self_strategic_reference,,,,
47,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오헬스케어, '의료 데이터 스페이스 실증사업' 수행기관 선정",카카오헬스케어 의료 데이터 스페이스 실증사업 수행기관 선정,데일리한국,데일리한국,"Wed, 24 Jun 2026 00:54:33 GMT","카카오헬스케어, '의료 데이터 스페이스 실증사업' 수행기관 선정 데일리한국",https://news.google.com/rss/articles/CBMib0FVX3lxTE11Vi05Wlh4SU00LVBYWlFZVTcxTkhqQlVJNjdPX3BYYzlVcXdFNWVOTkFXVW5IS0EtUjR3YWFtMWZkX29EU19BQkg0eDFQaHphNktvS1VKVTdsTlIzZmp6ZUlUMGVPc3lBamxtTzJad9IBc0FVX3lxTE9WMlhFQVRoOHZZcDJ2VnF5OVFsU05odnRmeFJIRGN6SlppN1lJcjhqTzJjSzFIS19sQjl1OVJTUUF2QlYwQ2VIZXM1UFJsa1JTWmR1bGVJVVEyck5pbGVud1E0bTc4RWR1SzFVQUFYand2NVk?oc=5,google_rss_카카오 when:2d,55.3,10.5,,,카카오,,,,,,,general,24.0,published_today,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,55.3,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:카카오헬스케어 의료 데이터 스페이스 실증사업 수행기관 선정,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:카카오헬스케어 의료 데이터 스페이스 실증사업 수행기관 선정,self_strategic_reference,,,,
39,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오헬스케어, 정부 의료데이터 사업 따냈다…27개 병원·21개 기업 참여",카카오헬스케어 정부 의료데이터 사업 따냈다 27개 병원 21개 기업 참여,아시아투데이,아시아투데이,"Wed, 24 Jun 2026 00:39:01 GMT","카카오헬스케어, 정부 의료데이터 사업 따냈다…27개 병원·21개 기업 참여 아시아투데이",https://news.google.com/rss/articles/CBMibkFVX3lxTE92QS01WDEzSzhtakVWb3BUUDFrZWUwSEhQQXRVTlBiNzVvNnZWdWtBQWdwRTViUGpEd2U3bHRZNmpDUEt4Xy1PWHlTWFRubEFNUUxhaWtWUDEzQjluU1BBVTh3ZV9WYWdOLVlsSkVB?oc=5,google_rss_카카오 when:2d,55.3,10.5,,,카카오,,,,,,,general,24.0,published_today,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,55.3,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:카카오헬스케어 정부 의료데이터 사업 따냈다 27개 병원 21개 기업 참여,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:카카오헬스케어 정부 의료데이터 사업 따냈다 27개 병원 21개 기업 참여,self_strategic_reference,,,,
44,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"파리바게뜨, 카카오프렌즈 협업 ‘춘식이 썸머팝 패키지’ 한정 출시",파리바게뜨 카카오프렌즈 협업 춘식이 썸머팝 패키지 한정 출시,매일일보,매일일보,"Wed, 24 Jun 2026 00:10:36 GMT","파리바게뜨, 카카오프렌즈 협업 ‘춘식이 썸머팝 패키지’ 한정 출시 매일일보",https://news.google.com/rss/articles/CBMiZEFVX3lxTFBXVDVBZFdDV1BOVjZDSG1acVNGaGU1QzB5ZUVEeXBxZFo3QVdodXVhUU5PeVhGU01tMjYtc3BVWGZGekxQSHd2dzcwcHRqaTdYeFFleVFrQTBmQzRqY2dwaFdoV0g?oc=5,google_rss_카카오 when:2d,55.3,10.5,,,카카오,,,,,,,general,24.0,published_today,general,,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,55.3,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:파리바게뜨 카카오프렌즈 협업 춘식이 썸머팝 패키지 한정 출시,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:파리바게뜨 카카오프렌즈 협업 춘식이 썸머팝 패키지 한정 출시,self_strategic_reference,,,,
56,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"파리바게뜨, 카카오프렌즈 '춘식이 썸머팝 패키지' 출시",파리바게뜨 카카오프렌즈 춘식이 썸머팝 패키지 출시,비욘드포스트,비욘드포스트,"Tue, 23 Jun 2026 23:31:00 GMT","파리바게뜨, 카카오프렌즈 '춘식이 썸머팝 패키지' 출시 비욘드포스트",https://news.google.com/rss/articles/CBMifEFVX3lxTE9FRzNVRUhobkVDV0s1Yi1kMlZfRHJsUHotcnpuUzFseFd2T2pWT1UzUjVGZFpoaVlWRWNOd29oRUktLTFOLU5uWG1GRVFzb1p3M2VZUWJMWTlIRURuSk9vUWFkMm9reFNXYldlYjlSb0Zza3docUtSNjVURDY?oc=5,google_rss_카카오 when:2d,55.3,10.5,,,카카오,,,,,,,general,24.0,published_today,general,,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,55.3,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:파리바게뜨 카카오프렌즈 춘식이 썸머팝 패키지 출시,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:파리바게뜨 카카오프렌즈 춘식이 썸머팝 패키지 출시,self_strategic_reference,,,,
1765,정부/국회,정부_국회,AI기본법,"조인철 의원, '우리아이 AI 안심 패키지법' 발의...유해정보 노출 방지",조인철 의원 우리아이 ai 안심 패키지법 발의 유해정보 노출 방지,지디넷코리아,지디넷코리아,"Tue, 23 Jun 2026 00:58:06 GMT","조인철 의원, '우리아이 AI 안심 패키지법' 발의...유해정보 노출 방지 지디넷코리아",https://news.google.com/rss/articles/CBMiVkFVX3lxTE1UbV96SUNYbkUzMmNDUXo2TzZ6dmdCenZDc21ZNTA2cXVkYUs5MXJtY2M1emhxWGZyZ0tKMGpMbTNyQWF0aDRjM0hvRkdCaW1iY1dTNFRR?oc=5,google_rss_AI기본법 when:2d,53.6,47.0,"ai_infrastructure_security,deepfake_youth",ai_infrastructure_security,,v43_not_government_policy,,,,,,general,14.0,published_yesterday,business_change,global_incident:platform_regulation:platform_sector:platform_regulation,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,53.6,"policy_legislation,ai_infrastructure_security",government:tech_security_policy,global_incident:platform_regulation:platform_sector:platform_regulation:general,global_incident:platform_regulation:platform_sector:platform_regulation,정부_국회,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,global_incident:platform_regulation:platform_sector:platform_regulation,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,5,4,5,,,로컬 보조 라벨,local_low_confidence,,GOV_AI_CORE_POLICY,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,global_incident:platform_regulation:platform_sector:platform_regulation,government_ai_core_policy,,,,
274,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오, '커머스 카탈로그 광고' 출시...톡딜·선물하기 노출",카카오 커머스 카탈로그 광고 출시 톡딜 선물하기 노출,파이낸셜뉴스,파이낸셜뉴스,"Tue, 23 Jun 2026 04:37:51 GMT","카카오, '커머스 카탈로그 광고' 출시...톡딜·선물하기 노출 파이낸셜뉴스",https://news.google.com/rss/articles/CBMiWkFVX3lxTE55ejkxQnJlS1VIdndQUGhiQk55bDJJd1BDeDNVcVB2d2VBS1R0MVBVZUp5WmpXVnZJZFROWUpCXzg3VVlGZlhFSE1lTVVlMXNaY3BQUzNTZTYyUQ?oc=5,google_rss_카카오 개인정보 when:2d,53.3,13.5,search_ads,,"카카오,카카오서비스",,,,,,,general,14.0,published_yesterday,general,privacy_security:kakao:data_leak,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,53.3,,,global_incident:privacy_security:kakao:kakao:data_leak:general,global_incident:privacy_security:kakao:kakao,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,global_incident:privacy_security:kakao:kakao,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,global_incident:privacy_security:kakao:kakao,self_strategic_reference,,,,
26,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오헬스케어, 168억원 규모 '의료 데이터 스페이스' 사업 선정",카카오헬스케어 168억원 규모 의료 데이터 스페이스 사업 선정,ebn.co.kr,ebn.co.kr,"Wed, 24 Jun 2026 00:56:58 GMT","카카오헬스케어, 168억원 규모 '의료 데이터 스페이스' 사업 선정 ebn.co.kr",https://news.google.com/rss/articles/CBMiaEFVX3lxTE9XMTRHYXZuczFRQUlRSVF5TVB6SUxKd2ZIaFEyR2tpcGxoVlFxRTJuTThFbWxsMDlGSUZJTUF1U3ZDSlQ5T3RzTkZEdk1oZktsR3dKd01jOE9tQWNMNGU5V2o4bUhSREVk?oc=5,google_rss_카카오 when:2d,53.3,10.5,,,카카오,,,,,,,general,24.0,published_today,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,53.3,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:카카오헬스케어 168억원 규모 의료 데이터 스페이스 사업 선정,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:카카오헬스케어 168억원 규모 의료 데이터 스페이스 사업 선정,self_strategic_reference,,,,
46,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"파리바게뜨, 카카오프렌즈 협업 춘식이 썸머팝 패키지 공개",파리바게뜨 카카오프렌즈 협업 춘식이 썸머팝 패키지 공개,2news.co.kr,2news.co.kr,"Tue, 23 Jun 2026 23:55:00 GMT","파리바게뜨, 카카오프렌즈 협업 춘식이 썸머팝 패키지 공개 2news.co.kr",https://news.google.com/rss/articles/CBMiaEFVX3lxTE9GUnNodHZHOHFKb0E3RUlOVC1TamNVYVVXcjdMaEVzVWlmUUxrakVFdE5ua2ZkblhtNjBzX0VVS05yTU10M2Z5VVR5dG14YWRMMDdrRmFlcy01NG5Edk5fTGpOaG4xNWI1?oc=5,google_rss_카카오 when:2d,53.3,10.5,,,카카오,,,,,,,general,24.0,published_today,general,,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,53.3,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:파리바게뜨 카카오프렌즈 협업 춘식이 썸머팝 패키지 공개,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:파리바게뜨 카카오프렌즈 협업 춘식이 썸머팝 패키지 공개,self_strategic_reference,,,,
203,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,의료데이터 공유 생태계 첫발…카카오헬스 컨소시엄 실증 착수,의료데이터 공유 생태계 첫발 카카오헬스 컨소시엄 실증 착수,전자신문,전자신문,"Tue, 23 Jun 2026 02:00:00 GMT",의료데이터 공유 생태계 첫발…카카오헬스 컨소시엄 실증 착수 전자신문,https://news.google.com/rss/articles/CBMiTkFVX3lxTE1qcXpfYmJydC1MQnVTWlhoM3lYT0lObE94WHRmUC1zTnJDd3FTb01FOFNvUXF4S3NKQk1WV1JGNmFjUTdpWkdYZFdYZkdZZw?oc=5,google_rss_카카오 AI when:2d,52.8,59.5,strategy_mna_governance,strategy_mna_governance,카카오,v43_self_not_actual_actor:OFF_TOPIC,,Y,must_review:self_strict:strategy_mna:strategy_mna_governance,,,direct_self_risk,14.0,published_yesterday,general,event:카카오:strategy_mna_governance,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,52.8,strategy_mna_governance,self:strategy_mna,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:의료데이터 공유 생태계 첫발 카카오헬스 컨소시엄 실증 착수,카카오 대외협력 관점 간접 참고,2,2,2,,,로컬 보조 라벨,local_low_confidence,OFF_TOPIC,,,other,,,self_filler_reference:의료데이터 공유 생태계 첫발 카카오헬스 컨소시엄 실증 착수,self_filler_reference,,,,
3236,정부/국회,정부_국회,FIU,"하반기 결론 VASP 갱신, 기로 선 빗썸…FIU 오지급 검사 결과가 변수",하반기 결론 vasp 갱신 기로 선 빗썸 fiu 오지급 검사 결과가 변수,녹색경제신문,녹색경제신문,"Tue, 23 Jun 2026 06:10:36 GMT","하반기 결론 VASP 갱신, 기로 선 빗썸…FIU 오지급 검사 결과가 변수 녹색경제신문",https://news.google.com/rss/articles/CBMiaEFVX3lxTFBMMDFoMExYMmc0LUtfTzVFV2RMamhiYXYtdkFLa0tVX2IyblFXWEQtTVFUaUtRUUtSZjhteVo4akFKT2FqVXZkdVkxOGtILTRpWEhEaWgxTzIyaWVweDBTZl90TmZaTzMz?oc=5,google_rss_FIU when:2d,52.6,97.0,"digital_asset_stablecoin,stablecoin",stablecoin_general,,v43_not_government_policy,,,,,,general,14.0,published_yesterday,general,global_incident:digital_asset_policy:bithumb:vasp_aml_rulemaking,investigation,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,52.6,digital_asset_stablecoin,government:digital_asset,global_incident:digital_asset_policy:bithumb:vasp_aml_rulemaking:investigation_or_consultation,global_incident:digital_asset_policy:bithumb:vasp_aml_rulemaking,정부_국회,GOV_FINANCIAL_DIGITAL_POLICY,government_digital_finance_policy,global_incident:digital_asset_policy:bithumb:vasp_aml_rulemaking,카카오페이·카카오뱅크 등 금융 계열사에 참고 가능한 디지털금융 정책,3,4,3,,,로컬 보조 라벨,local_low_confidence,,GOV_DIGITAL_FINANCE_POLICY,,other,카카오페이·카카오뱅크 등 금융 계열사에 참고 가능한 디지털금융 정책,,global_incident:digital_asset_policy:bithumb:vasp_aml_rulemaking,government_digital_finance_policy,,,,
1060,정부/국회,정부_국회,금융감독원,"“전통 금융사 이상 IT 안정성 갖춰야”…금감원, 빅테크 CIO 간담회",전통 금융사 이상 it 안정성 갖춰야 금감원 빅테크 cio 간담회,디지털데일리,디지털데일리,"Wed, 24 Jun 2026 02:30:04 GMT","“전통 금융사 이상 IT 안정성 갖춰야”…금감원, 빅테크 CIO 간담회 디지털데일리",https://news.google.com/rss/articles/CBMiZEFVX3lxTFBnNTZMZTNMSHBfLWE5N282WUhDRnA4bkhPdjhfOWtYbGk5bHo1LUI1X3d3b0h5bHRMdnVhRUI4eUpGQTVRZDlsdnZRdXBPdjlnbEptV2tuc1UtQ3pLLU5lNlRLVzM?oc=5,google_rss_금융감독원 when:2d,52.1,38.5,,,금감원,v43_not_government_policy,,,,,,general,24.0,published_today,general,,consultation,,"insufficient_industry_basis:actor=True,change=False,bridge=False",1,,,,52.1,,,,,정부_국회,GOV_PLATFORM_REGULATION,government_general_low_relevance,government_general_low_relevance:전통 금융사 이상 it 안정성 갖춰야 금감원 빅테크 cio 간담회,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,2,2,1,,,로컬 보조 라벨,local_low_confidence,,GOV_GENERAL_LOW_RELEVANCE,,other,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,,government_general_low_relevance:전통 금융사 이상 it 안정성 갖춰야 금감원 빅테크 cio 간담회,government_general_low_relevance,,,,
95,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"[2026 100대 CEO]윤호영 카카오뱅크 대표, 은행을 넘어 AI 금융 플랫폼으로 도약",2026 100대 ceo 윤호영 카카오뱅크 대표 은행을 넘어 ai 금융 플랫폼으로 도약,v.daum.net,v.daum.net,"Tue, 23 Jun 2026 21:03:12 GMT","[2026 100대 CEO]윤호영 카카오뱅크 대표, 은행을 넘어 AI 금융 플랫폼으로 도약 v.daum.net",https://news.google.com/rss/articles/CBMiT0FVX3lxTFBwMWNIeW9IZXdEcXF2c2Z2RVhYU2lEZHhlbGdUa282dmZQbGFZRjJ2Y1FuQWxXSTNzZ3dmSXp3VUc2ZGJ0ZVlNYkY0aXV3ZmM?oc=5,"google_rss_""카카오"" when:2d",51.8,39.0,"ai_infrastructure_security,market_power_platform",ai_infrastructure_security,"카카오,카카오뱅크",v43_self_not_actual_actor:OFF_TOPIC,,,,,,general,24.0,published_today,direct_risk,global_incident:platform_regulation:kakao:platform_regulation,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,51.8,"market_power_platform,ai_infrastructure_security",self:ai_strategy,global_incident:platform_regulation:kakao:platform_regulation:general,global_incident:platform_regulation:kakao:platform_regulation,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,global_incident:platform_regulation:kakao:platform_regulation,카카오 대외협력 관점 간접 참고,5,4,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,OFF_TOPIC,,,other,,,global_incident:platform_regulation:kakao:platform_regulation,self_filler_reference,,,,
29,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"[2026 100대 CEO]윤호영 카카오뱅크 대표, 은행을 넘어 AI 금융 플랫폼으로 도약",2026 100대 ceo 윤호영 카카오뱅크 대표 은행을 넘어 ai 금융 플랫폼으로 도약,한경매거진&북,한경매거진&북,"Tue, 23 Jun 2026 21:00:17 GMT","[2026 100대 CEO]윤호영 카카오뱅크 대표, 은행을 넘어 AI 금융 플랫폼으로 도약 한경매거진&북",https://news.google.com/rss/articles/CBMiZ0FVX3lxTE81T0w5QUN2SVVkRU5ndFdHeXN0SF9hNC1NTV9TUGVZeUo3ZHB1b2lyQzBSR2Jfa3BiWGtORFdCR2FEZnhNeV81ZjN5WkI0b3FtSzRFZmZUU01TSC1tVkhKajQ2WWI1QzQ?oc=5,google_rss_카카오 when:2d,51.8,39.0,"ai_infrastructure_security,market_power_platform",ai_infrastructure_security,"카카오,카카오뱅크",v43_self_not_actual_actor:OFF_TOPIC,,,,,,general,24.0,published_today,direct_risk,global_incident:platform_regulation:kakao:platform_regulation,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,51.8,"market_power_platform,ai_infrastructure_security",self:ai_strategy,global_incident:platform_regulation:kakao:platform_regulation:general,global_incident:platform_regulation:kakao:platform_regulation,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,global_incident:platform_regulation:kakao:platform_regulation,카카오 대외협력 관점 간접 참고,5,4,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,OFF_TOPIC,,,other,,,global_incident:platform_regulation:kakao:platform_regulation,self_filler_reference,,,,
